Domain,Category,Word
MEDICAL&HEALth,INJURIES,Glass Injury
MEDICAL&HEALth,INJURIES,Needle Stick Injury
MEDICAL&HEALth,INJURIES,Eye Foreign Body Injury
MEDICAL&HEALth,INJURIES,Chemical Eye Injury
MEDICAL&HEALth,INJURIES,Soft Tissue Injury
MEDICAL&HEALth,INJURIES,Nerve Injury
MEDICAL&HEALth,INJURIES,Peripheral Nerve Injury
MEDICAL&HEALth,INJURIES,Nerve Compression Injury
MEDICAL&HEALth,INJURIES,Vascular Injury
MEDICAL&HEALth,INJURIES,Artery Injury
MEDICAL&HEALth,INJURIES,Vein Injury
MEDICAL&HEALth,INJURIES,Tendon Rupture
MEDICAL&HEALth,INJURIES,Ligament Rupture
MEDICAL&HEALth,INJURIES,Muscle Rupture
MEDICAL&HEALth,INJURIES,Joint Capsule Injury
MEDICAL&HEALth,INJURIES,Cartilage Injury
MEDICAL&HEALth,INJURIES,Meniscus Tear
MEDICAL&HEALth,INJURIES,Labral Tear
MEDICAL&HEALth,INJURIES,Rotator Cuff Tear
MEDICAL&HEALth,INJURIES,Achilles Tear
MEDICAL&HEALth,INJURIES,Groin Strain
MEDICAL&HEALth,INJURIES,Calf Strain
MEDICAL&HEALth,INJURIES,Back Strain
MEDICAL&HEALth,INJURIES,Neck Strain
MEDICAL&HEALth,INJURIES,Repetitive Strain Injury
MEDICAL&HEALth,INJURIES,Overuse Injury
MEDICAL&HEALth,INJURIES,Stress Injury
MEDICAL&HEALth,INJURIES,Sports Concussion
MEDICAL&HEALth,INJURIES,Heat Injury
MEDICAL&HEALth,INJURIES,Heat Exhaustion
MEDICAL&HEALth,INJURIES,Heat Stroke
MEDICAL&HEALth,INJURIES,Cold Injury
MEDICAL&HEALth,INJURIES,Frostbite
MEDICAL&HEALth,INJURIES,Hypothermia Injury
MEDICAL&HEALth,INJURIES,Drowning Injury
MEDICAL&HEALth,INJURIES,Smoke Inhalation Injury
MEDICAL&HEALth,INJURIES,Inhalation Injury
MEDICAL&HEALth,INJURIES,Airway Injury
MEDICAL&HEALth,INJURIES,Chest Compression Injury
MEDICAL&HEALth,INJURIES,Internal Bleeding
MEDICAL&HEALth,INJURIES,External Bleeding
MEDICAL&HEALth,INJURIES,Traumatic Brain Injury
MEDICAL&HEALth,INJURIES,Traumatic Spinal Cord Injury
MEDICAL&HEALth,INJURIES,Multiple Trauma
MEDICAL&HEALth,INJURIES,Polytrauma
MEDICAL&HEALth,INJURIES,Traumatic Shock
MEDICAL&HEALth,PAIN DESCRIPTION,Sharp Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Dull Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Aching Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Throbbing Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Burning Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Stabbing Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Shooting Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Stinging Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Cramping Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Gnawing Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Tearing Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Piercing Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Pinching Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Squeezing Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Pressure Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Tightness
MEDICAL&HEALth,PAIN DESCRIPTION,Heaviness
MEDICAL&HEALth,PAIN DESCRIPTION,Tender Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Sore Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Pulsating Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Electric Shock-Like Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Needle-Like Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Pricking Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Tingling Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Numb Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Spasmodic Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Colicky Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Radiating Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Referred Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Localized Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Generalized Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Deep Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Superficial Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Bone Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Muscle Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Nerve Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Joint Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Skin Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Abdominal Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Chest Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Back Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Neck Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Shoulder Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Arm Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Elbow Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Wrist Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Hand Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Finger Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Hip Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Pelvic Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Thigh Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Knee Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Calf Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Shin Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Ankle Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Foot Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Heel Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Toe Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Head Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Facial Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Jaw Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Ear Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Eye Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Tooth Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Throat Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Menstrual Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Pelvic Cramping
MEDICAL&HEALth,PAIN DESCRIPTION,Post-Surgical Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Injury-Related Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Chronic Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Acute Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Persistent Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Intermittent Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Constant Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Recurrent Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Sudden Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Gradual Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Severe Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Moderate Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Mild Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Pain on Movement
MEDICAL&HEALth,PAIN DESCRIPTION,Pain at Rest
MEDICAL&HEALth,PAIN DESCRIPTION,Pain While Walking
MEDICAL&HEALth,PAIN DESCRIPTION,Pain While Standing
MEDICAL&HEALth,PAIN DESCRIPTION,Pain While Sitting
MEDICAL&HEALth,PAIN DESCRIPTION,Pain While Sleeping
MEDICAL&HEALth,PAIN DESCRIPTION,Pain at Night
MEDICAL&HEALth,PAIN DESCRIPTION,Morning Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Pain After Eating
MEDICAL&HEALth,PAIN DESCRIPTION,Pain Before Eating
MEDICAL&HEALth,PAIN DESCRIPTION,Pain During Urination
MEDICAL&HEALth,PAIN DESCRIPTION,Pain During Bowel Movement
MEDICAL&HEALth,PAIN DESCRIPTION,Pain During Exercise
MEDICAL&HEALth,PAIN DESCRIPTION,Pain During Breathing
MEDICAL&HEALth,PAIN DESCRIPTION,Pain While Coughing
MEDICAL&HEALth,PAIN DESCRIPTION,Pain While Swallowing
MEDICAL&HEALth,PAIN DESCRIPTION,Pain on Touch
MEDICAL&HEALth,PAIN DESCRIPTION,Pain on Pressure
MEDICAL&HEALth,PAIN DESCRIPTION,Pain on Bending
MEDICAL&HEALth,PAIN DESCRIPTION,Pain on Lifting
MEDICAL&HEALth,PAIN DESCRIPTION,Pain on Stretching
MEDICAL&HEALth,PAIN DESCRIPTION,Pain on Turning
MEDICAL&HEALth,PAIN DESCRIPTION,Pain That Spreads
MEDICAL&HEALth,PAIN DESCRIPTION,Pain That Travels
MEDICAL&HEALth,PAIN DESCRIPTION,Pain That Comes and Goes
MEDICAL&HEALth,PAIN DESCRIPTION,Pain That Gets Worse
MEDICAL&HEALth,PAIN DESCRIPTION,Pain That Gets Better
MEDICAL&HEALth,PAIN DESCRIPTION,Pain With Swelling
MEDICAL&HEALth,PAIN DESCRIPTION,Pain With Redness
MEDICAL&HEALth,PAIN DESCRIPTION,Pain With Numbness
MEDICAL&HEALth,PAIN DESCRIPTION,Pain With Tingling
MEDICAL&HEALth,PAIN DESCRIPTION,Pain With Weakness
MEDICAL&HEALth,PAIN DESCRIPTION,Pain With Stiffness
MEDICAL&HEALth,PAIN DESCRIPTION,Pain With Fever
MEDICAL&HEALth,PAIN DESCRIPTION,Pain With Vomiting
MEDICAL&HEALth,PAIN DESCRIPTION,Pain With Diarrhea
MEDICAL&HEALth,PAIN DESCRIPTION,Pain With Dizziness
MEDICAL&HEALth,PAIN DESCRIPTION,Pain With Headache
MEDICAL&HEALth,PAIN DESCRIPTION,Burning Sensation
MEDICAL&HEALth,PAIN DESCRIPTION,Pins and Needles
MEDICAL&HEALth,PAIN DESCRIPTION,Electric Shock Sensation
MEDICAL&HEALth,PAIN DESCRIPTION,Pressure Sensation
MEDICAL&HEALth,PAIN DESCRIPTION,Tightness Sensation
MEDICAL&HEALth,PAIN DESCRIPTION,Heaviness Sensation
MEDICAL&HEALth,PAIN DESCRIPTION,Tenderness
MEDICAL&HEALth,PAIN DESCRIPTION,Soreness
MEDICAL&HEALth,PAIN DESCRIPTION,Sensitivity
MEDICAL&HEALth,PAIN DESCRIPTION,Hypersensitivity
MEDICAL&HEALth,PAIN DESCRIPTION,Hypersensitive Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Nerve Burning
MEDICAL&HEALth,PAIN DESCRIPTION,Nerve Shooting Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Nerve Stabbing Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Muscle Ache
MEDICAL&HEALth,PAIN DESCRIPTION,Muscle Soreness
MEDICAL&HEALth,PAIN DESCRIPTION,Muscle Cramp
MEDICAL&HEALth,PAIN DESCRIPTION,Muscle Spasm
MEDICAL&HEALth,PAIN DESCRIPTION,Joint Ache
MEDICAL&HEALth,PAIN DESCRIPTION,Joint Tenderness
MEDICAL&HEALth,PAIN DESCRIPTION,Joint Stiffness
MEDICAL&HEALth,PAIN DESCRIPTION,Joint Burning
MEDICAL&HEALth,PAIN DESCRIPTION,Bone Ache
MEDICAL&HEALth,PAIN DESCRIPTION,Bone Tenderness
MEDICAL&HEALth,PAIN DESCRIPTION,Deep Ache
MEDICAL&HEALth,PAIN DESCRIPTION,Surface Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Skin Burning
MEDICAL&HEALth,PAIN DESCRIPTION,Skin Tenderness
MEDICAL&HEALth,PAIN DESCRIPTION,Skin Sensitivity
MEDICAL&HEALth,PAIN DESCRIPTION,Head Pressure
MEDICAL&HEALth,PAIN DESCRIPTION,Sinus Pressure
MEDICAL&HEALth,PAIN DESCRIPTION,Chest Pressure
MEDICAL&HEALth,PAIN DESCRIPTION,Chest Tightness
MEDICAL&HEALth,PAIN DESCRIPTION,Abdominal Cramping
MEDICAL&HEALth,PAIN DESCRIPTION,Stomach Burning
MEDICAL&HEALth,PAIN DESCRIPTION,Stomach Ache
MEDICAL&HEALth,PAIN DESCRIPTION,Heartburn
MEDICAL&HEALth,PAIN DESCRIPTION,Pelvic Pressure
MEDICAL&HEALth,PAIN DESCRIPTION,Groin Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Testicular Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Breast Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Vaginal Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Rectal Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Flank Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Kidney Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Bladder Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Nerve Root Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Sciatic Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Radicular Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Neuropathic Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Inflammatory Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Musculoskeletal Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Visceral Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Somatic Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Central Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Phantom Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Breakthrough Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Rebound Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Withdrawal Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Cancer Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Postoperative Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Post-Traumatic Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Labor Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Labor Contractions
MEDICAL&HEALth,PAIN DESCRIPTION,Menstrual Cramping
MEDICAL&HEALth,PAIN DESCRIPTION,Ovulation Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Dental Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Earache
MEDICAL&HEALth,PAIN DESCRIPTION,Eye Ache
MEDICAL&HEALth,PAIN DESCRIPTION,Headache With Pressure
MEDICAL&HEALth,PAIN DESCRIPTION,Headache With Throbbing
MEDICAL&HEALth,PAIN DESCRIPTION,Headache With Pulsating Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Headache With Stabbing Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Headache With Burning Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Headache With Tightness
MEDICAL&HEALth,PAIN DESCRIPTION,Migraine Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Cluster Headache Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Tension Headache Pain
MEDICAL&HEALth,PAIN DESCRIPTION,Low Back Ache
MEDICAL&HEALth,PAIN DESCRIPTION,Upper Back Ache
MEDICAL&HEALth,PAIN DESCRIPTION,Neck Ache
MEDICAL&HEALth,PAIN DESCRIPTION,Whole-Body Ache
MEDICAL&HEALth,Mental Health Term,Mental Health
MEDICAL&HEALth,Mental Health Term,Mental Wellbeing
MEDICAL&HEALth,Mental Health Term,Stress
MEDICAL&HEALth,Mental Health Term,Anxiety
MEDICAL&HEALth,Mental Health Term,Social Anxiety
MEDICAL&HEALth,Mental Health Term,Panic
MEDICAL&HEALth,Mental Health Term,Panic Attack
MEDICAL&HEALth,Mental Health Term,Fear
MEDICAL&HEALth,Mental Health Term,Worry
MEDICAL&HEALth,Mental Health Term,Nervousness
MEDICAL&HEALth,Mental Health Term,Restlessness
MEDICAL&HEALth,Mental Health Term,Irritability
MEDICAL&HEALth,Mental Health Term,Feeling Overwhelmed
MEDICAL&HEALth,Mental Health Term,Depression
MEDICAL&HEALth,Mental Health Term,Sadness
MEDICAL&HEALth,Mental Health Term,Low Mood
MEDICAL&HEALth,Mental Health Term,Hopelessness
MEDICAL&HEALth,Mental Health Term,Guilt
MEDICAL&HEALth,Mental Health Term,Loss of Interest
MEDICAL&HEALth,Mental Health Term,Low Motivation
MEDICAL&HEALth,Mental Health Term,Low Energy
MEDICAL&HEALth,Mental Health Term,Loneliness
MEDICAL&HEALth,Mental Health Term,Mood Changes
MEDICAL&HEALth,Mental Health Term,Mood Swings
MEDICAL&HEALth,Mental Health Term,Anger
MEDICAL&HEALth,Mental Health Term,Frustration
MEDICAL&HEALth,Mental Health Term,Aggression
MEDICAL&HEALth,Mental Health Term,Bipolar Disorder
MEDICAL&HEALth,Mental Health Term,Obsessive Compulsive Disorder
MEDICAL&HEALth,Mental Health Term,Obsessive Thoughts
MEDICAL&HEALth,Mental Health Term,Compulsive Behavior
MEDICAL&HEALth,Mental Health Term,Intrusive Thoughts
MEDICAL&HEALth,Mental Health Term,Phobia
MEDICAL&HEALth,Mental Health Term,Claustrophobia
MEDICAL&HEALth,Mental Health Term,Insomnia
MEDICAL&HEALth,Mental Health Term,Sleep Problems
MEDICAL&HEALth,Mental Health Term,Poor Sleep
MEDICAL&HEALth,Mental Health Term,Nightmares
MEDICAL&HEALth,Mental Health Term,Fatigue
MEDICAL&HEALth,Mental Health Term,Mental Fatigue
MEDICAL&HEALth,Mental Health Term,Brain Fog
MEDICAL&HEALth,Mental Health Term,Poor Concentration
MEDICAL&HEALth,Mental Health Term,Memory Problems
MEDICAL&HEALth,Mental Health Term,Forgetfulness
MEDICAL&HEALth,Mental Health Term,Confusion
MEDICAL&HEALth,Mental Health Term,Attention Problems
MEDICAL&HEALth,Mental Health Term,ADHD
MEDICAL&HEALth,Mental Health Term,Autism
MEDICAL&HEALth,Mental Health Term,Learning Difficulty
MEDICAL&HEALth,Mental Health Term,Trauma
MEDICAL&HEALth,Mental Health Term,Childhood Trauma
MEDICAL&HEALth,Mental Health Term,PTSD
MEDICAL&HEALth,Mental Health Term,Flashback
MEDICAL&HEALth,Mental Health Term,Grief
MEDICAL&HEALth,Mental Health Term,Loss
MEDICAL&HEALth,Mental Health Term,Relationship Problems
MEDICAL&HEALth,Mental Health Term,Family Conflict
MEDICAL&HEALth,Mental Health Term,Relationship Stress
MEDICAL&HEALth,Mental Health Term,Social Isolation
MEDICAL&HEALth,Mental Health Term,Homesickness
MEDICAL&HEALth,Mental Health Term,Workplace Conflict
MEDICAL&HEALth,Mental Health Term,Workplace Stress
MEDICAL&HEALth,Mental Health Term,Burnout
MEDICAL&HEALth,Mental Health Term,Academic Stress
MEDICAL&HEALth,Mental Health Term,Exam Stress
MEDICAL&HEALth,Mental Health Term,Performance Anxiety
MEDICAL&HEALth,Mental Health Term,Peer Pressure
MEDICAL&HEALth,Mental Health Term,Bullying
MEDICAL&HEALth,Mental Health Term,Cyberbullying
MEDICAL&HEALth,Mental Health Term,Low Self Esteem
MEDICAL&HEALth,Mental Health Term,Self Doubt
MEDICAL&HEALth,Mental Health Term,Negative Self Talk
MEDICAL&HEALth,Mental Health Term,Body Image
MEDICAL&HEALth,Mental Health Term,Shame
MEDICAL&HEALth,Mental Health Term,Perfectionism
MEDICAL&HEALth,Mental Health Term,People Pleasing
MEDICAL&HEALth,Mental Health Term,Fear of Rejection
MEDICAL&HEALth,Mental Health Term,Fear of Failure
MEDICAL&HEALth,Mental Health Term,Overthinking
MEDICAL&HEALth,Mental Health Term,Negative Thinking
MEDICAL&HEALth,Mental Health Term,Racing Thoughts
MEDICAL&HEALth,Mental Health Term,Difficulty Relaxing
MEDICAL&HEALth,Mental Health Term,Emotional Distress
MEDICAL&HEALth,Mental Health Term,Mental Exhaustion
MEDICAL&HEALth,Mental Health Term,Emotional Exhaustion
MEDICAL&HEALth,Mental Health Term,Emotional Support
MEDICAL&HEALth,Mental Health Term,Social Support
MEDICAL&HEALth,Mental Health Term,Coping Skills
MEDICAL&HEALth,Mental Health Term,Resilience
MEDICAL&HEALth,Mental Health Term,Mindfulness
MEDICAL&HEALth,Mental Health Term,Meditation
MEDICAL&HEALth,Mental Health Term,Relaxation
MEDICAL&HEALth,Mental Health Term,Therapy
MEDICAL&HEALth,Mental Health Term,Psychotherapy
MEDICAL&HEALth,Mental Health Term,Counseling
MEDICAL&HEALth,Mental Health Term,Family Therapy
MEDICAL&HEALth,Mental Health Term,Couples Therapy
MEDICAL&HEALth,Mental Health Term,Stress Management
MEDICAL&HEALth,Mental Health Term,Anger Management
MEDICAL&HEALth,Mental Health Term,Recovery
MEDICAL&HEALth,Mental Health Term,Relapse
MEDICAL&HEALth,Mental Health Term,Antidepressant
MEDICAL&HEALth,Mental Health Term,Antianxiety Medication
MEDICAL&HEALth,Mental Health Term,Mood Stabilizer
MEDICAL&HEALth,Mental Health Term,Antipsychotic
MEDICAL&HEALth,Mental Health Term,Mental Health Crisis
MEDICAL&HEALth,Mental Health Term,Suicidal Thoughts
MEDICAL&HEALth,Mental Health Term,Self Harm
MEDICAL&HEALth,Mental Health Term,Psychosis
MEDICAL&HEALth,Mental Health Term,Schizophrenia
MEDICAL&HEALth,Mental Health Term,Delusion
MEDICAL&HEALth,Mental Health Term,Hallucination
MEDICAL&HEALth,Mental Health Term,Paranoia
MEDICAL&HEALth,Mental Health Term,Substance Use
MEDICAL&HEALth,Mental Health Term,Alcohol Addiction
MEDICAL&HEALth,Mental Health Term,Drug Addiction
MEDICAL&HEALth,Mental Health Term,Nicotine Dependence
MEDICAL&HEALth,Mental Health Term,Withdrawal
MEDICAL&HEALth,Mental Health Term,Craving
MEDICAL&HEALth,Mental Health Term,Gambling Addiction
MEDICAL&HEALth,Mental Health Term,Internet Addiction
MEDICAL&HEALth,Mental Health Term,Gaming Addiction
MEDICAL&HEALth,PREGNANCY,Pregnant
MEDICAL&HEALth,PREGNANCY,Pregnancy Test
MEDICAL&HEALth,PREGNANCY,Positive Pregnancy Test
MEDICAL&HEALth,PREGNANCY,Due Date
MEDICAL&HEALth,PREGNANCY,Last Period
MEDICAL&HEALth,PREGNANCY,Missed Period
MEDICAL&HEALth,PREGNANCY,First Trimester
MEDICAL&HEALth,PREGNANCY,Second Trimester
MEDICAL&HEALth,PREGNANCY,Third Trimester
MEDICAL&HEALth,PREGNANCY,Prenatal Care
MEDICAL&HEALth,PREGNANCY,Pregnancy Checkup
MEDICAL&HEALth,PREGNANCY,Doctor Visit
MEDICAL&HEALth,PREGNANCY,Ultrasound
MEDICAL&HEALth,PREGNANCY,Pregnancy Scan
MEDICAL&HEALth,PREGNANCY,Baby Scan
MEDICAL&HEALth,PREGNANCY,Baby's Heartbeat
MEDICAL&HEALth,PREGNANCY,Fetal Movement
MEDICAL&HEALth,PREGNANCY,Baby Movement
MEDICAL&HEALth,PREGNANCY,Baby Growth
MEDICAL&HEALth,PREGNANCY,Baby Weight
MEDICAL&HEALth,PREGNANCY,Baby Position
MEDICAL&HEALth,PREGNANCY,Placenta
MEDICAL&HEALth,PREGNANCY,Amniotic Fluid
MEDICAL&HEALth,PREGNANCY,Water Breaking
MEDICAL&HEALth,PREGNANCY,Umbilical Cord
MEDICAL&HEALth,PREGNANCY,Morning Sickness
MEDICAL&HEALth,PREGNANCY,Nausea
MEDICAL&HEALth,PREGNANCY,Vomiting
MEDICAL&HEALth,PREGNANCY,Pregnancy Fatigue
MEDICAL&HEALth,PREGNANCY,Pregnancy Weakness
MEDICAL&HEALth,PREGNANCY,Pregnancy Headache
MEDICAL&HEALth,PREGNANCY,Pregnancy Dizziness
MEDICAL&HEALth,PREGNANCY,Pregnancy Cramps
MEDICAL&HEALth,PREGNANCY,Pregnancy Back Pain
MEDICAL&HEALth,PREGNANCY,Pregnancy Stomach Pain
MEDICAL&HEALth,PREGNANCY,Pregnancy Leg Cramps
MEDICAL&HEALth,PREGNANCY,Pregnancy Swelling
MEDICAL&HEALth,PREGNANCY,Heartburn
MEDICAL&HEALth,PREGNANCY,Acidity
MEDICAL&HEALth,PREGNANCY,Constipation
MEDICAL&HEALth,PREGNANCY,Pregnancy Gas
MEDICAL&HEALth,PREGNANCY,Frequent Urination
MEDICAL&HEALth,PREGNANCY,Pregnancy Anxiety
MEDICAL&HEALth,PREGNANCY,Pregnancy Stress
MEDICAL&HEALth,PREGNANCY,Pregnancy Diet
MEDICAL&HEALth,PREGNANCY,Pregnancy Vitamins
MEDICAL&HEALth,PREGNANCY,Folic Acid
MEDICAL&HEALth,PREGNANCY,Iron Tablets
MEDICAL&HEALth,PREGNANCY,Calcium Tablets
MEDICAL&HEALth,PREGNANCY,Vitamin D
MEDICAL&HEALth,PREGNANCY,Blood Test
MEDICAL&HEALth,PREGNANCY,Urine Test
MEDICAL&HEALth,PREGNANCY,Blood Pressure
MEDICAL&HEALth,PREGNANCY,Blood Sugar
MEDICAL&HEALth,PREGNANCY,Hemoglobin
MEDICAL&HEALth,PREGNANCY,Blood Group
MEDICAL&HEALth,PREGNANCY,Rh Factor
MEDICAL&HEALth,PREGNANCY,Gestational Diabetes
MEDICAL&HEALth,PREGNANCY,High Blood Pressure in Pregnancy
MEDICAL&HEALth,PREGNANCY,Preeclampsia
MEDICAL&HEALth,PREGNANCY,Pregnancy Anemia
MEDICAL&HEALth,PREGNANCY,Pregnancy Infection
MEDICAL&HEALth,PREGNANCY,Urine Infection
MEDICAL&HEALth,PREGNANCY,Miscarriage
MEDICAL&HEALth,PREGNANCY,Ectopic Pregnancy
MEDICAL&HEALth,PREGNANCY,High-Risk Pregnancy
MEDICAL&HEALth,PREGNANCY,Twin Pregnancy
MEDICAL&HEALth,PREGNANCY,Labor
MEDICAL&HEALth,PREGNANCY,Labor Pain
MEDICAL&HEALth,PREGNANCY,Labor Contractions
MEDICAL&HEALth,PREGNANCY,Delivery
MEDICAL&HEALth,PREGNANCY,Normal Delivery
MEDICAL&HEALth,PREGNANCY,Vaginal Delivery
MEDICAL&HEALth,PREGNANCY,C-Section
MEDICAL&HEALth,PREGNANCY,Cesarean Delivery
MEDICAL&HEALth,PREGNANCY,Planned C-Section
MEDICAL&HEALth,PREGNANCY,Emergency C-Section
MEDICAL&HEALth,PREGNANCY,Induced Labor
MEDICAL&HEALth,PREGNANCY,Delivery Date
MEDICAL&HEALth,PREGNANCY,Cervical Dilation
MEDICAL&HEALth,PREGNANCY,Epidural
MEDICAL&HEALth,PREGNANCY,Episiotomy
MEDICAL&HEALth,PREGNANCY,Stitches After Delivery
MEDICAL&HEALth,PREGNANCY,Baby's Birth
MEDICAL&HEALth,PREGNANCY,Newborn Baby
MEDICAL&HEALth,PREGNANCY,Premature Baby
MEDICAL&HEALth,PREGNANCY,Low Birth Weight
MEDICAL&HEALth,PREGNANCY,Baby's Weight
MEDICAL&HEALth,PREGNANCY,Baby's Height
MEDICAL&HEALth,PREGNANCY,Newborn Checkup
MEDICAL&HEALth,PREGNANCY,Baby Vaccination
MEDICAL&HEALth,PREGNANCY,Breastfeeding
MEDICAL&HEALth,PREGNANCY,Breast Milk
MEDICAL&HEALth,PREGNANCY,Colostrum
MEDICAL&HEALth,PREGNANCY,Lactation
MEDICAL&HEALth,PREGNANCY,Breast Engorgement
MEDICAL&HEALth,PREGNANCY,Sore Nipples
